Date,Team,Notes,Year injured,Injured,Player
3/29/2016,Warriors,bruised right knee (DTD),2016,1,Brandon Rush
3/29/2016,Wizards,returned to lineup,2016,1,Markieff Morris
3/30/2016,Heat,returned to lineup,2016,1,Goran Dragic
3/30/2016,Knicks,bruised right quadriceps (out for season),2016,1,Jose Calderon
3/30/2016,Knicks,strained/sore right shoulder (out for season),2016,1,Kristaps Porzingis
3/30/2016,Raptors,sore left knee (DTD),2016,1,Luis Scola
3/30/2016,Spurs,returned to lineup,2016,1,Manu Ginobili
3/30/2016,Suns,upset stomach (DTD),2016,1,Mirza Teletovic
3/31/2016,Bulls,bruised (P Y) / fractured (CBC) ribs (out for season),2016,1,Taj Gibson
3/31/2016,Clippers,rest (DTD),2016,1,Chris Paul
3/31/2016,Clippers,rest (DTD),2016,1,DeAndre Jordan
3/31/2016,Clippers,rest (DTD),2016,1,J.J. Redick
3/31/2016,Nets,rest (DTD),2016,1,Brook Lopez
4/1/2016,Bucks,hyperextended right knee (out for season),2016,1,Jerryd Bayless
4/1/2016,Celtics,rest (DTD),2016,1,Jae Crowder
4/1/2016,Heat,sore neck (DTD),2016,1,Dwyane Wade
4/1/2016,Jazz,sore right knee (DTD),2016,1,Derrick Favors
4/1/2016,Mavericks,strained right groin (DTD),2016,1,Raymond Felton
4/1/2016,Nets,rest (DTD),2016,1,Bojan Bogdanovic
4/1/2016,Suns,sports hernia (out for season),2016,1,Brandon Knight
4/1/2016,Suns,sprained right ankle (DTD),2016,1,Jon Leuer
4/2/2016,Nuggets,sore knee (out for season),2016,1,Darrell Arthur
4/2/2016,Raptors,returned to lineup,2016,1,Luis Scola
4/3/2016,Bucks,strained left thigh (DTD),2016,1,Khris Middleton
4/3/2016,Celtics,illness (DTD),2016,1,Jordan Mickey
4/3/2016,Celtics,returned to lineup,2016,1,Jae Crowder
4/3/2016,Clippers,returned to lineup,2016,1,J.J. Redick
4/3/2016,Knicks,rest (DTD),2016,1,Carmelo Anthony
4/3/2016,Mavericks,returned to lineup,2016,1,Raymond Felton
4/3/2016,Nets,upper respiratory infection (DTD),2016,1,Donald Sloan
4/3/2016,Warriors,rib injury (DTD),2016,1,Andrew Bogut
4/3/2016,Grizzlies,strained left groin (DTD),2016,1,P.J. Hairston
4/4/2016,Spurs,sore right adductor (DTD),2016,1,Boris Diaw
4/5/2016,Celtics,eye injury (DTD),2016,1,Evan Turner
4/5/2016,Kings,rest (DTD),2016,1,Darren Collison
4/5/2016,Kings,rest (DTD),2016,1,Kosta Koufos
4/5/2016,Celtics,returned to lineup,2016,1,Jordan Mickey
4/6/2016,Clippers,rest (DTD),2016,1,Jamal Crawford
4/6/2016,Nets,returned to lineup,2016,1,Donald Sloan
4/6/2016,Thunder,rest (DTD),2016,1,Nazr Mohammed
4/6/2016,Thunder,rest (DTD),2016,1,Russell Westbrook
4/6/2016,Thunder,rest (DTD),2016,1,Serge Ibaka
4/6/2016,Clippers,foot injury (DTD),2016,1,Wes Johnson
4/7/2016,Hawks,right knee injury (DTD),2016,1,Kent Bazemore
4/7/2016,Kings,returned to lineup,2016,1,Darren Collison
4/7/2016,Magic,concussion (DTD),2016,1,Aaron Gordon
4/8/2016,76ers,sore/strained lower back (out for season),2016,1,Carl Landry
4/8/2016,76ers,torn labrum in left shoulder (out for season),2016,1,Isaiah Canaan
4/8/2016,Clippers,rest (DTD),2016,1,Blake Griffin
4/8/2016,Grizzlies,surgery on right knee (out indefinitely),2016,1,Jordan Adams
4/8/2016,Grizzlies,returned to lineup,2016,1,P.J. Hairston
4/8/2016,Nuggets,rest (DTD),2016,1,Kenneth Faried
4/8/2016,Raptors,rest (DTD),2016,1,Luis Scola
4/8/2016,Spurs,rest (DTD),2016,1,Kawhi Leonard
4/8/2016,Suns,surgery to repair sports hernia (out for season),2016,1,Brandon Knight
4/9/2016,Blazers,surgery on left shoulder (out for season),2016,1,Meyers Leonard
4/9/2016,Cavaliers,sore left knee (DTD),2016,1,Iman Shumpert
4/9/2016,Grizzlies,sore left hamstring (DTD),2016,1,Tony Allen
4/9/2016,Raptors,left hip pointer (DTD),2016,1,Delon Wright
4/9/2016,Suns,recovering from surgery to repair sports hernia (out for season),2016,1,Brandon Knight
4/10/2016,Bucks,returned to lineup,2016,1,Khris Middleton
4/10/2016,Clippers,returned to lineup,2016,1,Blake Griffin
4/10/2016,Jazz,right knee injury (DTD),2016,1,Derrick Favors
4/10/2016,Magic,concussion (DTD),2016,1,Victor Oladipo
4/10/2016,Mavericks,strained right groin (DTD),2016,1,Jose Barea 
4/10/2016,Raptors,rest (DTD),2016,1,James Johnson
4/11/2016,Bulls,rest (DTD),2016,1,Derrick Rose
4/11/2016,Bulls,left hamstring injury (out for season),2016,1,E'Twaun Moore
4/11/2016,Bulls,knee injury / rest (out for season),2016,1,Pau Gasol
4/11/2016,Cavaliers,left knee injury (DTD),2016,1,Iman Shumpert
4/11/2016,Kings,rest (out for season),2016,1,Darren Collison
4/11/2016,Magic,right groin injury (DTD),2016,1,Nikola Vucevic
4/11/2016,Mavericks,returned to lineup,2016,1,Jose Barea 
4/11/2016,Nets,sore right knee (out for season),2016,1,Thomas Robinson
4/11/2016,Pelicans,right shoulder injury (out for season),2016,1,Alex Ajinca
4/11/2016,Pelicans,surgery to repair fractured right interior orbital wall (out indefinitely),2016,1,Jrue Holiday
4/11/2016,Pelicans,recovering from surgery to repair fractured right interior orbital wall (out for season),2016,1,Jrue Holiday
4/11/2016,Suns,sprained left ankle (DTD),2016,1,Archie Goodwin
4/11/2016,Suns,concussion (out for season),2016,1,Tyson Chandler
4/11/2016,Wizards,undisclosed (DTD),2016,1,Nene Hilario 
4/12/2016,Heat,sprained left ankle (DTD),2016,1,Justise Winslow
4/12/2016,Pistons,strained abdominal muscle (DTD),2016,1,Reggie Jackson 
4/13/2016,76ers,knee injury (out for season),2016,1,Nik Stauskas
4/13/2016,Blazers,strained abdominal (DTD),2016,1,Chris Kaman
4/13/2016,Bulls,rest (DTD),2016,1,Mike Dunleavy Jr.
4/13/2016,Cavaliers,rest (DTD),2016,1,J.R. Smith
4/13/2016,Cavaliers,rest (DTD),2016,1,Kevin Love
4/13/2016,Cavaliers,rest (DTD),2016,1,Kyrie Irving
4/13/2016,Heat,foot injury (DTD),2016,1,Udonis Haslem
4/13/2016,Jazz,sore right knee (out for season),2016,1,Alec Burks
4/13/2016,Jazz,sore right knee (out for season),2016,1,Derrick Favors
4/13/2016,Kings,rest (DTD),2016,1,Caron Butler
4/13/2016,Kings,rest (out for season),2016,1,Rudy Gay
4/13/2016,Magic,returned to lineup,2016,1,Nikola Vucevic
4/13/2016,Mavericks,sprained left thumb (out for season),2016,1,Devin Harris
4/13/2016,Nuggets,back injury (out for season),2016,1,Joffrey Lauvergne
4/13/2016,Pacers,rest (DTD),2016,1,George Hill
4/13/2016,Pacers,rest (DTD),2016,1,Monta Ellis
4/13/2016,Pacers,rest (DTD),2016,1,Paul George
4/13/2016,Pelicans,illness (out for season),2016,1,Luke Babbitt
4/13/2016,Pistons,rest (DTD),2016,1,Andre Drummond
4/13/2016,Pistons,rest (DTD),2016,1,Kentavious Caldwell-Pope
4/13/2016,Pistons,rest (out for season),2016,1,Marcus Morris
4/13/2016,Pistons,rest (DTD),2016,1,Tobias Harris
4/13/2016,Raptors,rest (DTD),2016,1,Jonas Valanciunas
4/13/2016,Suns,returned to lineup,2016,1,Archie Goodwin
4/13/2016,Wizards,rest (DTD),2016,1,Marcin Gortat
4/14/2016,Mavericks,plantar faciitis in right foot/heel (DTD),2016,1,David Lee
4/16/2016,Pacers,returned to lineup,2016,1,Monta Ellis
4/16/2016,Warriors,sprained right ankle (DTD),2016,1,Stephen Curry
4/17/2016,Blazers,returned to lineup,2016,1,Chris Kaman
4/17/2016,Cavaliers,returned to lineup,2016,1,J.R. Smith
4/17/2016,Spurs,returned to lineup,2016,1,David West
4/18/2016,Thunder,sore right hip (DTD) (Y),2016,1,Cameron Payne
4/20/2016,Hornets,strained left foot (DTD),2016,1,Nicolas Batum
4/21/2016,Mavericks,sports hernia (DTD),2016,1,Deron Williams
4/21/2016,Mavericks,returned to lineup,2016,1,David Lee
4/22/2016,Grizzlies,sore left foot (out for season),2016,1,Jarell Martin
4/22/2016,Spurs,illness (DTD),2016,1,Kevin Martin
4/24/2016,Mavericks,sports hernia (out for season),2016,1,Deron Williams
4/25/2016,Clippers,fractured right hand (out for season),2016,1,Chris Paul
4/25/2016,Mavericks,plantar fasciitis in right foot/heel (out for season),2016,1,David Lee
4/25/2016,Mavericks,strained right hip (out for season),2016,1,Salah Mejri
4/25/2016,Warriors,sprained MCL in right knee (DTD),2016,1,Stephen Curry
4/26/2016,Clippers,left quadriceps injury (out for season),2016,1,Blake Griffin
4/26/2016,Clippers,surgery on right hand to repair fracture (out for season),2016,1,Chris Paul
4/28/2016,Hornets,sprained MCL in right knee (out for season),2016,1,Spencer Hawes
5/1/2016,Hornets,back spasms (out for season),2016,1,Tyler Hansbrough
5/5/2016,Wizards,surgery on left knee to remove calcium deposits (out indefinitely),2016,1,John Wall 
5/7/2016,Heat,sprained MCL in right knee (out for season),2016,1,Hassan Whiteside
5/7/2016,Raptors,sprained right ankle (DTD),2016,1,Jonas Valanciunas
5/9/2016,Hornets,surgery on left knee to repair torn meniscus (out for season),2016,1,Kemba Walker
5/10/2016,Mavericks,surgery on left big toe and left thumb (out for season),2016,1,Devin Harris
5/12/2016,Heat,bruised left wrist (DTD),2016,1,Luol Deng
5/17/2016,Celtics,surgery on right shoulder (out indefinitely),2016,1,Kelly Olynyk
6/5/2016,Cavaliers,concussion (DTD),2016,1,Kevin Love
6/8/2016,Jazz,arthroscopic surgery on left knee and ankle to remove loose bodies (out indefinitely),2016,1,Alec Burks
6/15/2016,Warriors,left knee injury (out for season),2016,1,Andrew Bogut
6/29/2016,Hornets,surgery to repair air pocket in lung (out indefinitely),2016,1,Frank Kaminsky
6/30/2016,Mavericks,arthroscopic surgery on knee to remove debris (out indefinitely),2016,1,Salah Mejri
7/6/2016,Magic,fractured right hand (out indefinitely),2016,1,C.J. Watson
7/8/2016,Magic,surgery on right hand to repair fracture (out indefinitely),2016,1,C.J. Watson
7/19/2016,Magic,surgery on right foot (out indefinitely),2016,1,Jodie Meeks
7/25/2016,Thunder,surgery on right foot to repair fracture (out indefinitely),2016,1,Cameron Payne
8/2/2016,Raptors,arthroscopic surgery on right shoulder to repair torn labrum (out indefinitely),2016,1,Delon Wright
8/31/2016,Blazers,surgery on right thigh to remove bone fragment (out indefinitely),2016,1,Noah Vonleh
9/8/2016,Heat,partially torn MCL in right knee (out indefinitely),2016,1,Josh Richardson
9/15/2016,Suns,surgery on lower back (out indefinitely),2016,1,P.J. Tucker
9/21/2016,Bucks,torn left hamstring (out indefinitely),2016,1,Khris Middleton
9/22/2016,Hawks,procedure on right knee to reduce swelling (out indefinitely),2016,1,Paul Millsap
9/26/2016,Timberwolves,sore right ankle (out for season),2016,1,Nikola Pekovic
9/29/2016,Bucks,surgery to repair torn left hamstring (out indefinitely),2016,1,Khris Middleton
10/1/2016,76ers,fractured right foot (out for season),2016,1,Ben Simmons
10/1/2016,Hornets,returned to lineup,2016,1,Frank Kaminsky
10/4/2016,76ers,surgery on right foot to repair fracture (out for season),2016,1,Ben Simmons
10/4/2016,Bulls,sprained ankle (DTD),2016,1,Denzel Valentine
10/4/2016,Timberwolves,sore right foot (out for season),2016,1,Nikola Pekovic
10/5/2016,Nuggets,partially torn right groin muscle (out indefinitely),2016,1,Gary Harris
10/5/2016,Pistons,left knee tendinitis (out indefinitely),2016,1,Reggie Jackson 
10/6/2016,Hornets,bone bruise in right knee (out indefinitely),2016,1,Cody Zeller
10/7/2016,Jazz,fractured left ring finger (out indefinitely),2016,1,Gordon Hayward
10/8/2016,Clippers,herniated disc in lower back (out indefinitely),2016,1,Brice Johnson
10/10/2016,Pistons,sprained right thumb (out indefinitely),2016,1,Reggie Jackson 
10/11/2016,Hawks,strained right hamstring (out indefinitely),2016,1,Tiago Splitter
10/12/2016,Pelicans,sprained ankle (DTD),2016,1,Anthony Davis
10/12/2016,Rockets,tightness in hamstring (DTD),2016,1,Clint Capela
10/12/2016,Rockets,strained left shoulder (DTD),2016,1,Pablo Prigioni
10/12/2016,Suns,left knee tendinitis (DTD),2016,1,Brandon Knight
10/12/2016,Suns,strained abdominal (DTD),2016,1,John Jenkins
10/12/2016,Thunder,concussion (DTD),2016,1,Ronnie Price
10/15/2016,76ers,illness (DTD),2016,1,Hollis Thompson
10/15/2016,Clippers,ankle injury (DTD),2016,1,Alan Anderson
10/15/2016,Grizzlies,sore right ankle (DTD),2016,1,Marc Gasol
10/15/2016,Heat,right groin injury / strained right hip (DTD),2016,1,Luke Babbitt
10/15/2016,Heat,sprained left ankle (DTD),2016,1,Okaro White
10/15/2016,Knicks,fractured left orbital bone (out indefinitely),2016,1,Chasson Randle
10/15/2016,Knicks,sore left groin (DTD),2016,1,Kristaps Porzingis
10/15/2016,Pistons,tightness in lower back (DTD),2016,1,Aron Baynes
10/15/2016,Wizards,surgery on left knee to repair torn medial meniscus (out indefinitely),2016,1,Ian Mahinmi
10/16/2016,Blazers,lower back injury (DTD),2016,1,Meyers Leonard
10/16/2016,Clippers,sprained left thumb (DTD),2016,1,Chris Paul
10/16/2016,Thunder,bruised right hip (DTD),2016,1,Alex Abrines
10/19/2016,Pistons,surgery to repair fractured nose (DTD),2016,1,Aron Baynes
10/20/2016,Celtics,sprained left ankle (DTD),2016,1,Marcus Smart
10/21/2016,76ers,surgery on left knee (out indefinitely) (date approximate),2016,1,Nerlens Noel
10/21/2016,Spurs,strained left quadricep (out indefinitely),2016,1,Danny Green
10/22/2016,Rockets,left knee injury (out indefinitely),2016,1,Patrick Beverley
10/23/2016,Raptors,surgery on left foot to insert screw to repair stress fracture (out indefinitely),2016,1,Jared Sullinger
10/23/2016,Rockets,surgery on left knee (out indefinitely),2016,1,Patrick Beverley
10/24/2016,76ers,sore left wrist (out indefinitely),2016,1,Jerryd Bayless
10/24/2016,Blazers,sore left knee (out for season),2016,1,Festus Ezeli
10/24/2016,Blazers,sore ankle (DTD),2016,1,Shabazz Napier
10/24/2016,Bucks,sore elbow (DTD),2016,1,Michael Beasley
10/24/2016,Bulls,sore neck (DTD),2016,1,Cristiano Felicio
10/24/2016,Cavaliers,concussion (DTD),2016,1,Kay Felder
10/24/2016,Clippers,sprained ankle (DTD),2016,1,Paul Pierce
10/24/2016,Grizzlies,sore ankle (DTD),2016,1,Brandan Wright
10/24/2016,Grizzlies,sore right knee (DTD),2016,1,Chandler Parsons
10/24/2016,Grizzlies,bruised foot (DTD),2016,1,Jarell Martin
10/24/2016,Heat,sore left foot (DTD),2016,1,Josh McRoberts
10/24/2016,Heat,strained right quadriceps (DTD),2016,1,Wayne Ellington
10/24/2016,Hornets,sore left hamstring (DTD),2016,1,Brian Roberts
10/24/2016,Hornets,strained right foot (DTD),2016,1,Frank Kaminsky
10/24/2016,Jazz,sore leg (DTD),2016,1,Alec Burks
10/24/2016,Jazz,sore left knee (DTD),2016,1,Derrick Favors
10/24/2016,Lakers,strained left calf (DTD),2016,1,Jose Calderon
10/24/2016,Mavericks,strained right big toe (DTD),2016,1,Devin Harris
10/24/2016,Mavericks,sore elbow (DTD),2016,1,Jose Barea 
10/24/2016,Nets,sore foot (DTD),2016,1,Caris LeVert
10/24/2016,Nuggets,sore knee (DTD),2016,1,Darrell Arthur
10/24/2016,Pacers,sore knee (DTD),2016,1,Aaron Brooks
10/24/2016,Pacers,sore knee (DTD),2016,1,C.J. Miles
10/24/2016,Pelicans,recovering from surgery on left knee (out for season),2016,1,Quincy Pondexter
10/24/2016,Pelicans,recovering from surgery on right knee (out indefinitely),2016,1,Tyreke Evans
10/24/2016,Pistons,left knee injury (DTD),2016,1,Reggie Jackson 
10/24/2016,Raptors,recovering from arthroscopic surgery on right shoulder to repair torn labrum (DTD),2016,1,Delon Wright
10/24/2016,Wizards,sore ribs (DTD),2016,1,Jason Smith
10/26/2016,Grizzlies,right knee injury (DTD),2016,1,Tony Allen
10/26/2016,Grizzlies,returned to lineup,2016,1,Marc Gasol
10/26/2016,Hawks,left knee injury (DTD),2016,1,Mike Scott
10/26/2016,Heat,returned to lineup,2016,1,Luke Babbitt
10/26/2016,Pistons,returned to lineup (date approximate),2016,1,Aron Baynes
10/26/2016,Raptors,sore/sprained left ankle (DTD),2016,1,Lucas Nogueira
10/26/2016,Suns,returned to lineup (date approximate),2016,1,Brandon Knight
10/27/2016,Blazers,DNP (P),2016,1,Meyers Leonard
10/27/2016,Clippers,returned to lineup,2016,1,Chris Paul
10/27/2016,Wizards,returned to lineup,2016,1,Jason Smith
10/28/2016,Knicks,sore ankle (DTD),2016,1,Ron Baker
10/28/2016,Magic,returned to lineup,2016,1,C.J. Watson
10/28/2016,Pacers,sore right hamstring (DTD),2016,1,Rodney Stuckey
10/29/2016,Hornets,strained left hamstring (DTD),2016,1,Jeremy Lamb
10/29/2016,Nets,sore right ankle (DTD),2016,1,Greivis Vasquez
10/29/2016,Spurs,knee injury / rest (DTD),2016,1,Tony Parker
10/29/2016,Warriors,sore left ankle (DTD),2016,1,Patrick McCaw
10/30/2016,Mavericks,illness (DTD),2016,1,Dirk Nowitzki
10/31/2016,Timberwolves,sprained right elbow (DTD),2016,1,Ricky Rubio
11/1/2016,Bulls,concussion (DTD),2016,1,Doug McDermott
11/1/2016,Bulls,bone bruise in left knee (out indefinitely),2016,1,Michael Carter-Williams
11/1/2016,Grizzlies,rest (DTD),2016,1,Marc Gasol
11/1/2016,Grizzlies,rest (DTD),2016,1,Mike Conley Jr.
11/1/2016,Jazz,arthrosopic surgery on left ankle (out indefinitely),2016,1,Alec Burks
11/1/2016,Jazz,bruised right leg (DTD),2016,1,Boris Diaw
11/1/2016,Nuggets,sore/sprained left ankle (DTD),2016,1,Will Barton
11/2/2016,76ers,rehab of foot injury (DTD),2016,1,Joel Embiid
11/2/2016,Celtics,sprained left ankle (DTD),2016,1,Jae Crowder
11/2/2016,Grizzlies,sore foot (DTD),2016,1,Jarell Martin
11/2/2016,Hornets,strep throat (DTD),2016,1,Christian Wood
11/2/2016,Mavericks,sore foot (DTD),2016,1,Wes Matthews Jr.
11/2/2016,Mavericks,returned to lineup,2016,1,Dirk Nowitzki
11/2/2016,Nets,strained left hamstring (DTD),2016,1,Jeremy Lin
11/2/2016,Pelicans,sore hip (DTD),2016,1,Dante Cunningham
11/2/2016,Raptors,returned to lineup,2016,1,Lucas Nogueira
11/3/2016,Kings,sprained right knee (DTD),2016,1,Anthony Tolliver
11/3/2016,Spurs,sore right knee (DTD),2016,1,Tony Parker
11/4/2016,Heat,returned to lineup,2016,1,Josh Richardson
11/4/2016,Mavericks,sore right Achilles (DTD),2016,1,Dirk Nowitzki
11/5/2016,Pelicans,torn groin muscle (surgery) (out indefinitely),2016,1,Lance Stephenson
11/6/2016,Mavericks,strained left calf (DTD),2016,1,Deron Williams
11/6/2016,Raptors,bruised left knee (DTD),2016,1,Jonas Valanciunas
11/7/2016,Hornets,returned to lineup,2016,1,Christian Wood
11/7/2016,Jazz,sprained right thumb (DTD),2016,1,George Hill
11/7/2016,Lakers,concussion (DTD),2016,1,Larry Nance Jr.
11/7/2016,Nuggets,sore left hamstring (DTD),2016,1,Wilson Chandler
11/7/2016,Pistons,back injury (DTD),2016,1,Reggie Bullock
11/8/2016,Nuggets,sore left knee (DTD),2016,1,Darrell Arthur
11/9/2016,Mavericks,rest (DTD),2016,1,Andrew Bogut
11/9/2016,Mavericks,rest (DTD),2016,1,Jose Barea 
11/9/2016,Raptors,sprained/strained right index finger (DTD),2016,1,Terrence Ross
11/9/2016,Wizards,right hamstring injury (DTD),2016,1,Bradley Beal
11/10/2016,Kings,returned to lineup,2016,1,Anthony Tolliver
11/10/2016,Lakers,back injury (DTD),2016,1,Ivica Zubac
11/11/2016,Heat,sprained left ankle (DTD),2016,1,Goran Dragic
11/11/2016,Raptors,returned to lineup,2016,1,Terrence Ross
11/12/2016,76ers,rest (DTD),2016,1,Joel Embiid
11/12/2016,Heat,returned to lineup,2016,1,Josh McRoberts
11/12/2016,Knicks,sore left ankle (DTD),2016,1,Lance Thomas
11/12/2016,Nets,concussion (DTD),2016,1,Isaiah Whitehead
11/12/2016,Wizards,tightness in right hamstring (DTD),2016,1,Bradley Beal
11/13/2016,Nuggets,sprained right ankle (DTD),2016,1,Gary Harris
11/13/2016,Timberwolves,sore right knee (DTD),2016,1,Zach LaVine
11/13/2016,Timberwolves,sprained right big toe (DTD),2016,1,Brandon Rush
11/14/2016,Bulls,sore/sprained left ankle (DTD),2016,1,Rajon Rondo
11/14/2016,Mavericks,returned to lineup,2016,1,Andrew Bogut
11/14/2016,Mavericks,returned to lineup,2016,1,Wes Matthews Jr.
11/14/2016,Pelicans,sore toe on right foot (DTD),2016,1,E'Twaun Moore
11/15/2016,Bulls,sprained left ankle (DTD),2016,1,Rajon Rondo
11/15/2016,Heat,sore left wrist (DTD),2016,1,Justise Winslow
11/15/2016,Mavericks,eye contusion (DTD),2016,1,Quincy Acy
11/15/2016,Nets,returned to lineup,2016,1,Isaiah Whitehead
11/15/2016,Raptors,rest (DTD),2016,1,DeMarre Carroll
11/15/2016,Spurs,sprained left knee (DTD),2016,1,Dewayne Dedmon
11/15/2016,Timberwolves,returned to lineup,2016,1,Zach LaVine
11/16/2016,76ers,DNP,2016,1,Joel Embiid
11/16/2016,Grizzlies,arthroscopic surgery on left ankle (out indefinitely),2016,1,Brandan Wright
11/16/2016,Hawks,bruised left quadricep (DTD),2016,1,Dwight Howard
11/16/2016,Hawks,sprained left knee (DTD),2016,1,Thabo Sefolosha
11/16/2016,Pelicans,bruised right quadriceps (DTD),2016,1,Anthony Davis
11/16/2016,Pelicans,returned to lineup,2016,1,E'Twaun Moore
11/16/2016,Raptors,returned to lineup,2016,1,DeMarre Carroll
11/17/2016,Hornets,sore/strained left Achilles (DTD),2016,1,Treveon Graham
11/17/2016,Mavericks,torn calf muscle in left leg / strained left calf (out indefinitely),2016,1,Jose Barea 
11/17/2016,Pelicans,strained left shoulder (DTD),2016,1,Alex Ajinca
11/18/2016,Hawks,returned to lineup,2016,1,Dwight Howard
11/18/2016,Pacers,sore left knee (DTD),2016,1,C.J. Miles
11/18/2016,Suns,illness (DTD),2016,1,T.J. Warren
11/18/2016,Thunder,concussion (DTD),2016,1,Semaj Christon
11/18/2016,Lakers,ankle injury (DTD),2016,1,Ivica Zubac
11/19/2016,Bulls,returned to lineup,2016,1,Rajon Rondo
11/19/2016,Hornets,sore shoulder (DTD),2016,1,Cody Zeller
11/19/2016,Rockets,sore calf (DTD),2016,1,Montrezl Harrell
11/20/2016,Bulls,rest (DTD),2016,1,Dwyane Wade
11/20/2016,Bulls,strained lower back (DTD),2016,1,Paul Zipser
